epoch,acc,loss,val_acc,val_loss
0,0.195741758242,7.30020428078,0.553396152804,2.83666704625
1,0.342229199372,5.7679072684,0.625662677091,2.80593602287
2,0.363226059655,5.77618215148,0.601413705536,3.04142543719
3,0.393740188383,5.6796123566,0.63204398361,3.22123769503
4,0.411793563579,5.60402417295,0.622717456361,3.03743002547
5,0.428080847724,5.56973569397,0.652660516427,3.12364908223
6,0.438579277865,5.55736973559,0.643137640928,3.27451611539
7,0.444956828885,5.64017197551,0.635970941601,3.49232264612
8,0.460655416013,5.49561806189,0.654231298761,3.37059133511
9,0.461772798742,5.51480493081,0.6358727668,3.44761472307
10,0.474391679749,5.52114217734,0.660023562781,3.26035211392
11,0.4784144427,5.43728212958,0.642352249214,3.35197600536
12,0.482240973312,5.43820382737,0.645690164063,3.50091189821
13,0.484399529042,5.41961075036,0.672688003142,3.34708040776
14,0.48704866562,5.35704075485,0.680541921313,3.22233221064
15,0.502452904239,5.36170860961,0.673178874122,3.5439481121
16,0.493033751962,5.43311759254,0.670822699623,3.35516359622
17,0.499705651491,5.38740479665,0.683781661103,3.47925276722
18,0.501373626374,5.41721406799,0.672000787387,3.46207159075
19,0.501768867925,5.39571235221,0.665292501801,3.67921670877
20,0.509615384615,5.36354672329,0.654789949194,3.69867609022
21,0.514521193093,5.36542939616,0.665390655907,3.55953425438
22,0.518249607535,5.29544500803,0.682076955034,3.47114698158
23,0.524921507064,5.23111918938,0.677758147775,3.3270492417
24,0.528846153846,5.13787157232,0.665096193353,3.58743127805
25,0.519721350078,5.41084490915,0.665685120568,3.68842414673
26,0.525215855573,5.21590983288,0.677758147658,3.57292389823
27,0.528257456829,5.22004299897,0.659893993869,3.63364255162
28,0.527864992151,5.1975918793,0.670691010551,3.67410111661
29,0.529579402516,5.22019544562,0.664703574586,3.74296948355
30,0.53237833595,5.19676948604,0.657569213546,3.82030474833
31,0.536204866562,5.26983279823,0.681229140865,3.5935533182
32,0.546899529042,5.14681118961,0.665914001538,3.67070864582
33,0.54748822606,5.11168313588,0.661790694138,3.66163000395
34,0.541208791209,5.25542790474,0.68554879452,3.66981101584
35,0.542876766091,5.11346382623,0.667877479794,3.65788350601
36,0.542288069074,5.17555959408,0.679363833613,3.59019164236
37,0.548371271586,5.13097020184,0.666699391321,3.66043963012
38,0.539344583987,5.30131136566,0.682309052669,3.66114364858
39,0.546481918239,5.14671265029,0.682210879606,3.74525458879
40,0.553571428571,5.04066076084,0.683781661876,3.84806643416
41,0.556318681319,5.04261729631,0.682603573532,3.72197436125
42,0.558379120879,5.05004143902,0.684370706691,3.67416399644
43,0.568092621664,4.93098792588,0.669939133043,3.70030462009
44,0.56043956044,5.09703394906,0.689083056976,3.53833140406
45,0.567307692308,4.89560955361,0.683978011027,3.72334545206
46,0.560832025118,5.03567475127,0.66984095998,3.80178249231
47,0.56456043956,4.96995205258,0.686530534034,3.6547954332
48,0.567307692308,4.99466269881,0.680051053294,3.63892022205
49,0.565448113208,4.91362642942,0.674715352213,3.93657609103
50,0.5602433281,5.05761396192,0.680800943104,3.74778692555
51,0.574077708006,4.85487219228,0.66087554067,3.97205331572
52,0.569466248038,4.97455146474,0.686297605845,3.74022538305
53,0.571428571429,4.93649127794,0.676383981154,3.74866623442
54,0.56897566719,4.95919070139,0.658225364342,3.8530505942
55,0.567896389325,4.97360266022,0.683745585613,3.7300384274
56,0.563873626374,5.08187646319,0.682469572865,3.70779713472
57,0.575549450549,4.93643631853,0.684923439457,3.74746820549
58,0.574273940345,4.92375373466,0.674420888254,3.74142789897
59,0.576356132075,4.91175442334,0.679132314163,3.79469202489
60,0.572507849294,4.88953672211,0.67671313735,3.92735403459
61,0.579474097331,4.86033363582,0.685548794649,3.69744155862
62,0.572704081633,4.89193848575,0.68387983687,3.7226195503
63,0.585851648352,4.73322869283,0.676320440721,3.97082499439
64,0.57751177394,4.9374381388,0.661103475358,3.89399940439
65,0.586440345369,4.76941849336,0.680541920283,3.75837050546
66,0.578492935636,4.81691866842,0.67494600535,3.87940414495
67,0.573979591837,4.93229864156,0.690162969553,3.70311317794
68,0.583889324961,4.79001936321,0.687512272518,3.77430614965
69,0.58981918239,4.72911536731,0.691635580047,3.62189743792
70,0.578198587127,4.81523376507,0.685745141161,3.83474614282
71,0.578002354788,4.87133630142,0.678283920778,3.92018802784
72,0.593308477237,4.72637381396,0.698213234623,3.68279982849
73,0.595074568289,4.68961231263,0.691144709324,3.73673501343
74,0.589972527473,4.72508840022,0.690555665539,3.90059543063
75,0.58624411303,4.78589606697,0.686923228732,3.73099080589
76,0.596055729984,4.65786647647,0.693010014646,3.82368531294
77,0.58830455259,4.77412633469,0.696740626189,3.74898941588
78,0.594191522763,4.6599670381,0.681425486862,3.73880614865
79,0.590113993711,4.7170489153,0.681782490139,3.8022208137
80,0.591640502355,4.7168957839,0.683941893944,3.69856259829
81,0.598901098901,4.66367561252,0.68600314095,3.76037722828
82,0.592032967033,4.7356649014,0.703769140867,3.58103288835
83,0.597331240188,4.72752385574,0.684040048752,3.77450402016
84,0.601550235479,4.6015975262,0.695720457076,3.68078723289
85,0.587127158556,4.76965963447,0.693168435089,3.65414011483
86,0.593112244898,4.7507165283,0.690616412167,3.73520264347
87,0.599784144427,4.6287486411,0.682862192626,3.84607557694
88,0.59909733124,4.63889440899,0.69375736324,3.64732637394
89,0.602889150943,4.61366739588,0.669807618442,3.87841346042
